FLOW_START_MILLISECONDS,FLOW_END_MILLISECONDS,IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV,Label,Attack
1424239920809,1424239921942,59.166.0.3,24135,149.171.126.4,80,6,7.0,1684,14,10168,18,27,27,27,1132,1132,1132,31,32,1500,52,52,1500,8.982332155477032,1.4876325088339222,634,3,4820,4,11890,71795,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,998,86,265,0,1000,66,235,0,Benign
1424254420586,1424254422974,59.166.0.5,18501,149.171.126.6,21,6,37.0,1031,19,1474,21,24,24,24,2387,2355,2386,31,32,106,52,52,106,0.6175115207373272,0.4319229157938835,251,4,437,5,3453,4938,51,0,0,0,0,14480,13032,64256,251,0,0,0,230,0,766,125,211,0,519,132,181,0,Benign
1421944071655,1421944071680,59.166.0.0,12048,149.171.126.0,4498,6,36.0,3406,56,40374,54,27,27,27,24,24,23,31,32,1352,52,52,1352,1682.25,141.91666666666666,611,7,19819,20,1089920,12919680,80,0,0,0,30,34752,14480,25344,99,0,0,0,0,0,3,0,0,0,4,0,0,0,Benign
1424226265615,1424226265630,59.166.0.9,30554,149.171.126.1,51262,6,36.0,2854,46,27516,44,27,27,27,14,14,14,31,32,1352,52,52,1352,1965.428571428572,203.8571428571429,595,7,13390,15,1522133,14675200,70,0,0,2,18,27512,14480,21248,83,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1421970144821,1421970144827,59.166.0.2,29064,149.171.126.6,5190,6,0.0,1064,12,2260,12,27,27,27,6,5,5,31,32,828,52,52,828,376.6666666666667,177.33333333333334,428,4,970,3,1216000,2582857,20,2,0,2,0,10136,10136,44032,172,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1424243085653,1424243086888,59.166.0.9,41820,149.171.126.8,80,6,7.0,1684,14,10168,18,27,27,27,1235,1234,1234,31,32,1500,52,52,1500,8.233198380566801,1.3635627530364371,634,3,4820,4,10899,65812,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,1008,94,269,0,1009,72,239,0,Benign
1421959929779,1421959929902,59.166.0.1,23613,149.171.126.9,25,6,3.0,37322,52,3380,42,27,27,27,122,122,122,31,32,1500,52,52,1500,27.704918032786885,305.91803278688525,18245,18,958,7,2427447,219837,66,2,2,0,24,15928,30408,17664,69,0,0,0,0,0,63,2,8,0,62,2,9,0,Benign
1424259424127,1424259424623,175.45.176.3,48652,149.171.126.10,179,6,13.0,850,10,256,6,19,19,19,496,477,389,254,255,249,40,40,249,0.5161290322580645,1.7137096774193548,297,2,0,0,13682,4120,14,2,0,0,0,16383,16383,10496,41,0,0,0,0,0,191,52,72,0,290,77,112,1,Fuzzers
1421941404420,1421941404422,59.166.0.0,55685,149.171.126.3,60220,17,11.0,528,4,304,4,0,0,0,1,1,0,31,32,148,52,52,148,304.0,528.0,0,0,0,0,2112000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign
1424255121659,1424255121923,59.166.0.4,38681,149.171.126.1,111,17,11.0,568,4,320,4,0,0,0,264,249,214,31,32,142,80,80,142,1.2121212121212122,2.1515151515151514,0,0,0,0,17147,9660,4,4,0,0,0,0,0,0,0,0,0,0,0,0,249,83,117,0,214,71,100,0,Benign
1424251110161,1424251110303,175.45.176.0,19649,149.171.126.18,21,6,1.0,215,5,408,5,24,24,16,142,111,114,62,63,108,48,48,108,2.8732394366197185,1.5140845070422535,103,2,176,2,12027,22825,19,0,0,0,0,16383,16383,26368,103,0,0,0,227,0,92,28,33,0,109,33,37,1,Exploits
1421934703669,1421934706772,59.166.0.7,50376,149.171.126.3,21,6,37.0,2383,43,3232,45,24,24,24,3103,3038,3102,31,32,106,52,52,106,1.0415726716081213,0.7679664840476957,563,9,1067,12,6141,8329,99,0,0,0,0,24616,20272,13056,51,0,0,0,221,0,448,65,112,0,483,67,126,0,Benign
1421930268066,1421930268067,59.166.0.7,61173,149.171.126.6,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,19280,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424261875726,1424261875740,59.166.0.5,52949,149.171.126.9,6881,6,37.0,1540,16,1644,18,27,27,27,14,14,13,31,32,329,52,52,329,117.42857142857144,110.0,562,4,506,3,821333,876800,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,5,0,1,0,4,0,1,0,Benign
1421937787873,1421937787876,59.166.0.2,1546,149.171.126.4,52561,6,37.0,320,6,1918,8,27,19,27,3,2,2,31,32,799,52,52,799,639.3333333333334,106.66666666666669,56,1,799,1,640000,3836000,12,0,0,2,0,7240,5792,14336,56,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1421931493161,1421931494444,175.45.176.0,63832,149.171.126.10,179,6,13.0,522,10,336,8,19,19,19,1282,1282,1180,254,255,85,40,40,85,0.2620904836193448,0.407176287051482,133,2,0,0,3254,2095,18,0,0,0,0,16383,16383,34048,133,0,0,0,0,0,932,142,285,0,642,168,249,1,Fuzzers
1421932370391,1421932370656,59.166.0.6,38948,149.171.126.9,5190,6,0.0,2158,24,1918,20,27,27,27,265,265,264,31,32,433,52,52,433,7.2377358490566035,8.143396226415094,767,6,643,4,64902,57684,38,2,4,0,0,11584,13032,65280,255,0,0,0,0,0,107,11,23,0,108,13,25,0,Benign
1424260815002,1424260816096,59.166.0.9,51845,149.171.126.1,80,6,7.0,1684,14,10168,18,27,27,27,1093,1093,1093,31,32,1500,52,52,1500,9.302836230558096,1.5407136322049406,634,3,4820,4,12314,74354,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,999,83,265,0,1000,64,234,0,Benign
1424246358648,1424246358680,59.166.0.4,44156,149.171.126.9,6881,6,37.0,1540,16,1644,18,27,27,27,31,31,31,31,32,329,52,52,329,53.03225806451613,49.67741935483871,562,4,506,3,385000,411000,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,8,1,3,0,12,1,3,0,Benign
1421933185007,1421933185015,59.166.0.2,27222,149.171.126.1,26044,6,11.0,4480,18,2456,18,27,27,27,7,7,6,31,32,1132,52,52,1132,350.85714285714283,640.0,2136,7,1068,6,4480000,2456000,14,18,2,0,2,14480,14480,22528,88,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1421963840679,1421963840747,59.166.0.4,38156,149.171.126.1,8587,6,36.0,2974,48,31328,50,27,27,27,67,67,67,31,32,1352,52,52,1352,467.5820895522388,44.38805970149254,603,7,15244,17,349882,3685647,74,0,0,4,20,30408,14480,23296,91,0,0,0,0,0,6,1,1,0,5,1,1,0,Benign
1421961508603,1421961508606,59.166.0.1,10682,149.171.126.6,21,6,37.0,481,9,750,11,24,24,24,2,2,2,31,32,94,52,52,94,375.0,240.5,132,2,172,2,1282666,2000000,31,0,0,0,0,10136,10136,33792,132,0,0,0,229,0,1,0,0,0,1,0,0,0,Benign
1424255936445,1424255936446,59.166.0.1,29731,149.171.126.4,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,53638,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424228632655,1424228632673,59.166.0.7,36493,149.171.126.0,6881,6,37.0,1540,16,1644,18,27,27,27,17,17,17,31,32,329,52,52,329,96.70588235294116,90.58823529411764,562,4,506,3,684444,730666,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,4,0,1,0,7,0,1,0,Benign
1421969174308,1421969174313,59.166.0.4,43804,149.171.126.0,111,17,11.0,568,4,304,4,0,0,0,4,3,2,31,32,142,76,76,142,76.0,142.0,0,0,0,0,908800,486400,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,Benign
1424228537149,1424228537339,59.166.0.0,42877,149.171.126.9,21,6,37.0,1493,27,2056,29,24,24,24,189,178,188,31,32,106,52,52,106,10.878306878306878,7.8994708994708995,378,6,611,7,62863,86568,67,0,0,0,0,17376,15928,31232,122,0,0,0,125,0,66,5,12,0,74,5,13,0,Benign
1424223900782,1424223900783,59.166.0.2,23106,149.171.126.1,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,65511,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421947111966,1421947111967,59.166.0.3,32150,149.171.126.5,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,55347,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421957095149,1421957095150,59.166.0.4,38770,149.171.126.7,53,17,5.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,inf,inf,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,13015,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424251582360,1424251585448,175.45.176.0,24898,149.171.126.17,21,6,1.0,555,11,697,9,24,24,16,3088,2963,2986,62,63,108,40,40,108,0.2257124352331606,0.1797279792746114,233,4,324,4,1437,1805,29,0,0,0,0,16383,16383,59648,233,0,0,0,213,0,1819,254,458,0,2222,322,606,1,Exploits
1424229644281,1424229644282,59.166.0.3,20128,149.171.126.3,53,17,5.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,65,81,inf,inf,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,60165,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421940682208,1421940682209,59.166.0.6,55835,149.171.126.8,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,32702,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424229256977,1424229256993,59.166.0.5,57378,149.171.126.5,55418,6,36.0,2854,46,30622,48,27,27,27,15,15,15,31,32,1352,52,52,1352,2041.4666666666667,190.26666666666668,595,7,14891,16,1427000,15311000,72,0,0,2,20,28960,14480,21248,83,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
1421945553756,1421945553793,59.166.0.7,27729,149.171.126.7,55576,6,36.0,3286,54,38534,54,27,27,27,36,36,36,31,32,1352,52,52,1352,1070.388888888889,91.27777777777776,603,7,18847,19,710486,8331675,80,0,0,0,28,33304,14480,23296,91,0,0,0,0,0,5,0,1,0,4,0,1,0,Benign
1421933994314,1421933994315,59.166.0.6,12457,149.171.126.8,53,17,5.0,130,2,162,2,0,0,0,1,0,0,31,31,81,65,65,81,162.0,130.0,0,0,0,0,520000,648000,4,0,0,0,0,0,0,0,0,38156,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421941010815,1421941010817,59.166.0.9,63564,149.171.126.3,21,6,37.0,261,5,469,7,24,24,24,2,1,1,31,32,89,52,52,89,234.5,130.5,74,1,89,1,696000,1250666,23,0,0,0,0,8688,8688,18944,74,0,0,0,230,0,1,0,0,0,1,0,0,0,Benign
1421958212154,1421958212155,59.166.0.9,38794,149.171.126.7,53,17,5.0,130,2,162,2,0,0,0,1,0,0,31,31,81,65,65,81,162.0,130.0,0,0,0,0,520000,648000,4,0,0,0,0,0,0,0,0,12847,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424245390887,1424245391437,59.166.0.1,4545,149.171.126.0,21,6,37.0,2059,37,2816,39,24,24,24,549,538,548,31,32,106,52,52,106,5.129326047358834,3.750455373406193,505,8,887,10,29949,40960,87,0,0,0,0,21720,18824,63744,249,0,0,0,125,0,196,12,33,0,274,12,42,0,Benign
1424241959199,1424241994769,175.45.176.0,57687,149.171.126.17,80,6,7.0,17772,434,3617932,2630,27,27,19,35570,35569,35495,62,63,1500,40,40,1500,101.71301658701152,0.4996345234748383,278,2,1807298,1310,3996,813681,472,24,86,152,2330,16383,16383,5632,22,0,0,0,0,0,506,81,92,0,751,13,48,1,Exploits
1424233765121,1424233765122,59.166.0.9,6588,149.171.126.6,53,17,5.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,73,89,inf,inf,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,48153,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421937608466,1421937608620,59.166.0.3,28563,149.171.126.7,25,6,3.0,37242,52,3276,40,27,27,27,153,153,153,31,32,1500,52,52,1500,21.41176470588235,243.41176470588235,18205,18,958,7,1934649,170181,64,2,2,0,24,15928,30408,7424,29,0,0,0,0,0,70,2,12,0,69,3,13,0,Benign
1421954317006,1421954317029,59.166.0.2,41875,149.171.126.6,6881,6,37.0,1540,16,1644,18,27,27,27,22,22,22,31,32,329,52,52,329,74.72727272727273,70.0,562,4,506,3,535652,571826,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,6,1,2,0,8,1,2,0,Benign
1421950333443,1421950333448,59.166.0.6,22279,149.171.126.1,111,17,11.0,568,4,320,4,0,0,0,4,3,3,31,32,142,80,80,142,80.0,142.0,0,0,0,0,908800,512000,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,Benign
1421969395110,1421969395111,59.166.0.5,29958,149.171.126.0,53,17,5.0,130,2,162,2,0,0,0,1,0,0,31,31,81,65,65,81,162.0,130.0,0,0,0,0,520000,648000,4,0,0,0,0,0,0,0,0,53411,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424228706949,1424228706950,59.166.0.0,1132,149.171.126.5,53,17,5.0,132,2,164,2,0,0,0,1,0,0,31,31,82,66,66,82,164.0,132.0,0,0,0,0,528000,656000,4,0,0,0,0,0,0,0,0,41417,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424257858871,1424257858876,59.166.0.1,17311,149.171.126.1,46326,6,0.0,424,8,8824,12,27,19,27,4,4,4,31,32,1500,52,52,1500,2206.0,106.0,56,1,4252,3,678400,14118400,14,0,0,0,6,10136,5792,14336,56,0,0,0,0,0,3,0,1,0,1,0,0,0,Benign
1421968378594,1421968378805,59.166.0.4,65415,149.171.126.2,21,6,37.0,1251,23,1752,25,24,24,24,211,200,210,31,32,106,52,52,106,8.303317535545023,5.928909952606635,309,5,517,6,47207,66113,59,0,0,0,0,15928,14480,13568,53,0,0,0,229,0,354,19,64,0,354,20,65,0,Benign
1424243290857,1424243292225,59.166.0.2,61807,149.171.126.7,21,6,37.0,2383,43,3232,45,24,24,24,1367,1181,1366,31,32,106,52,52,106,2.364301389904901,1.7432333577176298,563,9,1067,12,13935,18900,99,0,0,0,0,24616,20272,13056,51,0,0,0,221,0,296,23,58,0,285,28,63,0,Benign
1424250020691,1424250020722,59.166.0.3,57778,149.171.126.7,55768,6,36.0,2646,42,25564,44,27,27,27,31,30,30,31,32,1352,52,52,1352,824.6451612903226,85.35483870967742,595,7,12362,14,661500,6391000,68,0,0,0,18,26064,14480,21248,83,0,0,0,0,0,5,0,1,0,5,0,1,0,Benign
1424233709840,1424233709859,59.166.0.7,50002,149.171.126.5,33158,6,36.0,2230,34,15258,36,27,27,27,18,18,17,31,32,1352,52,52,1352,847.6666666666666,123.88888888888889,595,7,7209,10,938947,6424421,60,0,0,0,10,20272,14480,21248,83,0,0,0,0,0,7,0,1,0,7,0,1,0,Benign
1421943865052,1421943865053,59.166.0.6,41109,149.171.126.1,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,1328,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424249992565,1424250001418,59.166.0.2,14815,149.171.126.6,80,6,7.0,19098,358,1087890,746,27,27,27,8852,8852,8852,31,32,1500,52,52,1500,122.8976502485314,2.157478535924085,345,2,543733,369,17257,983070,364,0,20,0,720,65160,7240,22784,89,0,0,0,0,0,813,24,90,0,812,11,62,0,Benign
1421942381932,1421942381938,59.166.0.9,40480,149.171.126.7,5190,6,37.0,1920,22,4312,24,27,27,27,6,5,5,31,32,1097,52,52,1097,718.6666666666666,320.0,700,6,1788,5,2194285,4928000,40,0,4,0,2,13032,13032,48128,188,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1421970329323,1421970329324,59.166.0.1,61394,149.171.126.2,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,19063,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421935658441,1421935658443,59.166.0.3,35856,149.171.126.4,21,6,37.0,261,5,469,7,24,24,24,2,1,1,31,32,89,52,52,89,234.5,130.5,74,1,89,1,696000,1250666,23,0,0,0,0,8688,8688,18944,74,0,0,0,230,0,1,0,0,0,1,0,0,0,Benign
1424241416546,1424241416559,59.166.0.6,36197,149.171.126.1,34242,6,36.0,2230,34,14740,36,27,27,27,13,12,12,31,32,1352,52,52,1352,1133.8461538461538,171.53846153846155,595,7,6950,10,1274285,8422857,58,2,0,0,10,20272,14480,21248,83,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1424238502192,1424238502213,59.166.0.3,55496,149.171.126.1,62444,6,11.0,4040,18,2560,20,27,27,27,20,20,20,31,32,912,52,52,912,128.0,202.0,1916,7,1068,6,1539047,975238,16,18,2,2,0,14480,14480,31744,124,0,0,0,0,0,16,1,3,0,16,0,3,0,Benign
1421943450511,1421943451912,59.166.0.1,44196,149.171.126.9,21,6,37.0,1031,19,1474,21,24,24,24,1401,1212,1399,31,32,106,52,52,106,1.0521056388294077,0.7359029264810849,251,4,437,5,5883,8410,51,0,0,0,0,14480,13032,64256,251,0,0,0,230,0,516,73,141,0,604,84,159,0,Benign
1424234193429,1424234194509,59.166.0.1,14108,149.171.126.6,80,6,7.0,1684,14,10168,18,27,27,27,1080,1079,1079,31,32,1500,52,52,1500,9.414814814814816,1.5592592592592591,634,3,4820,4,12462,75248,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,0,999,82,265,0,1000,63,234,0,Benign
1421929864758,1421929864774,59.166.0.8,48885,149.171.126.1,21,6,1.0,2059,37,2816,39,24,24,24,16,15,15,31,32,106,52,52,106,176.0,128.6875,505,8,887,10,968941,1325176,87,0,0,0,0,21720,18824,63744,249,0,0,0,125,0,2,0,0,0,2,0,0,0,Benign
1421947411004,1421947412010,59.166.0.3,19934,149.171.126.7,80,6,7.0,1684,14,10168,18,27,27,27,1005,1005,1005,31,32,1500,52,52,1500,10.117412935323385,1.6756218905472635,634,3,4820,4,13391,80858,20,0,6,0,6,10136,8688,31232,122,0,0,0,0,0,999,77,266,0,1000,58,235,0,Benign
1424224919896,1424224919918,59.166.0.5,3118,149.171.126.5,50611,6,36.0,2646,42,24316,44,27,27,27,22,22,22,31,32,1352,52,52,1352,1105.2727272727273,120.27272727272728,595,7,11738,14,920347,8457739,68,0,2,0,16,26064,14480,21248,83,0,0,0,0,0,3,0,0,0,3,0,0,0,Benign
1424257829979,1424257830004,59.166.0.3,16168,149.171.126.2,14130,6,36.0,2958,48,32648,50,27,27,27,25,24,24,31,32,1352,52,52,1352,1305.92,118.32,595,7,15904,17,910153,10045538,74,0,0,2,22,30408,14480,21248,83,0,0,0,0,0,4,0,0,0,4,0,0,0,Benign
1424236972113,1424236973901,59.166.0.5,33682,149.171.126.3,21,6,37.0,2383,43,3234,45,24,24,24,1788,1498,1787,31,32,106,52,52,106,1.808724832214765,1.3327740492170022,563,9,1068,12,10656,14461,99,0,0,0,0,24616,20272,13056,51,0,0,0,221,0,224,30,54,0,291,37,75,0,Benign
1421949320288,1421949320322,59.166.0.7,17793,149.171.126.2,21,6,37.0,261,5,469,7,24,24,24,34,22,33,31,32,89,52,52,89,13.794117647058824,7.676470588235294,74,1,89,1,59657,107200,23,0,0,0,0,8688,8688,18944,74,0,0,0,230,0,298,32,84,0,299,36,88,0,Benign
1424258122863,1424258122870,59.166.0.6,59835,149.171.126.8,111,17,11.0,568,4,304,4,0,0,0,6,3,4,31,32,142,76,76,142,50.66666666666666,94.66666666666669,0,0,0,0,649142,347428,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,4,1,1,0,Benign
1421943421946,1421943421951,59.166.0.5,46197,149.171.126.1,111,17,11.0,568,4,312,4,0,0,0,4,3,3,31,32,142,76,76,142,78.0,142.0,0,0,0,0,908800,499200,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,3,1,1,0,Benign
1424230935992,1424230935996,59.166.0.2,43070,149.171.126.7,44555,6,37.0,528,10,8824,12,27,19,27,4,3,3,31,32,1500,52,52,1500,2206.0,132.0,56,1,4252,3,844800,14118400,16,0,0,0,6,10136,5792,14336,56,0,0,0,0,0,3,0,0,0,1,0,0,0,Benign
1424256398844,1424256399168,59.166.0.0,2443,149.171.126.3,33577,6,11.0,4512,28,2976,28,27,27,27,324,323,323,31,32,888,52,52,888,9.185185185185183,13.925925925925926,1892,7,1068,6,111064,73255,34,18,2,2,0,14480,14480,25600,100,0,0,0,0,0,84,11,18,0,83,11,18,0,Benign
1424223598380,1424223598597,59.166.0.0,40474,149.171.126.4,21,6,37.0,1493,27,2056,29,24,24,24,217,205,216,31,32,106,52,52,106,9.474654377880183,6.880184331797235,378,6,611,7,54788,75449,67,0,0,0,0,17376,15928,31232,122,0,0,0,125,0,65,6,13,0,73,6,14,0,Benign
1421958442057,1421958442058,59.166.0.0,1842,149.171.126.2,53,17,5.0,132,2,164,2,0,0,0,1,0,0,31,31,82,66,66,82,164.0,132.0,0,0,0,0,528000,656000,4,0,0,0,0,0,0,0,0,41623,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421946551293,1421946551295,59.166.0.6,35059,149.171.126.0,21,6,37.0,261,5,469,7,24,24,24,2,1,1,31,32,89,52,52,89,234.5,130.5,74,1,89,1,696000,1250666,23,0,0,0,0,8688,8688,18944,74,0,0,0,230,0,1,0,0,0,1,0,0,0,Benign
1424257169517,1424257169917,59.166.0.5,40892,149.171.126.6,6881,6,37.0,1540,16,1644,18,27,27,27,399,399,399,31,32,329,52,52,329,4.120300751879699,3.8596491228070176,562,4,506,3,30800,32880,30,0,4,0,0,10136,10136,12800,50,0,0,0,0,0,119,26,43,0,142,23,43,0,Benign
1421945741679,1421945741693,59.166.0.4,1281,149.171.126.4,64349,6,36.0,2646,42,25418,44,27,27,27,13,13,13,31,32,1352,52,52,1352,1955.2307692307693,203.53846153846155,595,7,12289,14,1512000,14524571,68,0,0,2,16,26064,14480,21248,83,0,0,0,0,0,1,0,0,0,2,0,0,0,Benign
1421938277880,1421938277903,59.166.0.4,53897,149.171.126.8,21,6,1.0,2059,37,2812,39,24,24,24,23,22,21,31,32,106,52,52,106,122.2608695652174,89.52173913043478,505,8,885,10,686333,937333,87,0,0,0,0,21720,18824,63744,249,0,0,0,125,0,5,0,1,0,4,0,0,0,Benign
1424231081106,1424231081705,59.166.0.1,12844,149.171.126.1,21,6,37.0,1031,19,1474,21,24,24,24,599,588,598,31,32,106,52,52,106,2.4607679465776293,1.7212020033388982,251,4,437,5,13746,19653,51,0,0,0,0,14480,13032,64256,251,0,0,0,230,0,309,28,63,0,314,29,65,0,Benign
1424231957554,1424231974377,59.166.0.1,64943,149.171.126.7,6881,6,37.0,13766,240,548216,438,27,27,27,16822,16822,16821,31,32,1500,52,52,1500,32.589228391392226,0.8183331351801213,1735,21,272908,196,6546,260698,290,0,4,32,352,65160,34752,50944,199,0,0,0,0,0,14626,70,943,0,14620,38,698,0,Benign
1424253386485,1424253386485,149.171.126.14,47439,175.45.176.1,53,17,5.0,132,1,0,0,0,0,0,0,0,0,0,0,132,132,0,132,,inf,0,0,0,0,1056000,0,0,1,0,0,0,0,0,0,0,514,255,10705,0,0,0,0,0,0,0,0,0,0,Benign
1421958236468,1421958236487,59.166.0.7,20396,149.171.126.8,62503,6,36.0,2646,42,25564,44,27,27,27,18,18,18,31,32,1352,52,52,1352,1420.2222222222222,147.0,595,7,12362,14,1114105,10763789,68,0,0,0,18,26064,14480,21248,83,0,0,0,0,0,4,0,0,0,3,0,0,0,Benign
1424221110501,1424221110552,59.166.0.2,27470,149.171.126.1,54430,6,0.0,320,6,1850,8,27,19,27,50,50,50,31,32,765,52,52,765,37.0,6.4,56,1,765,1,50196,290196,12,0,0,2,0,7240,5792,14336,56,0,0,0,0,0,49,9,19,0,45,7,15,0,Benign
1424255164622,1424255164623,59.166.0.9,28490,149.171.126.7,53,17,5.0,130,2,162,2,0,0,0,1,0,0,31,31,81,65,65,81,162.0,130.0,0,0,0,0,520000,648000,4,0,0,0,0,0,0,0,0,51951,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1424249197953,1424249197954,59.166.0.9,50968,149.171.126.5,53,17,5.0,146,2,178,2,0,0,0,1,0,0,31,31,89,73,73,89,178.0,146.0,0,0,0,0,584000,712000,4,0,0,0,0,0,0,0,0,25277,1,60,0,0,0,0,0,0,0,0,0,0,Benign
1421960726397,1421960726425,59.166.0.5,38666,149.171.126.3,9095,6,36.0,3302,54,35742,56,27,27,27,27,27,27,31,32,1352,52,52,1352,1323.7777777777778,122.29629629629628,611,7,17451,20,943428,10212000,80,6,0,0,24,34752,14480,25344,99,0,0,0,0,0,4,0,0,0,4,0,0,0,Benign
1421956957936,1421956959523,59.166.0.6,33997,149.171.126.0,22,6,92.0,12648,126,13202,124,27,27,27,1586,1586,1586,31,32,900,52,52,900,8.324085750315259,7.974779319041614,4868,35,5037,32,63758,66550,220,20,4,6,0,52128,55024,1024,4,0,0,0,0,0,156,12,23,0,157,12,23,0,Benign
1424226437517,1424226437526,59.166.0.0,52197,149.171.126.0,51653,6,36.0,2230,34,14952,36,27,27,27,8,8,8,31,32,1352,52,52,1352,1869.0,278.75,595,7,7056,10,1982222,13290666,60,0,0,0,10,20272,14480,21248,83,0,0,0,0,0,1,0,0,0,1,0,0,0,Benign
1424241170625,1424241170645,59.166.0.7,32954,149.171.126.3,61941,6,36.0,2974,48,30516,50,27,27,27,19,19,19,31,32,1352,52,52,1352,1606.1052631578948,156.52631578947367,603,7,14838,17,1189600,12206400,74,0,4,0,20,30408,14480,23296,91,0,0,0,0,0,2,0,0,0,2,0,0,0,Benign
